,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
827,540562,20728,LUNCH BAG CARS BLUE,10,10-01-2011 10:35,1.65,12524,Germany,16.5
828,540562,22383,LUNCH BAG SUKI  DESIGN ,20,10-01-2011 10:35,1.65,12524,Germany,33.0
829,540562,84692,BOX OF 24 COCKTAIL PARASOLS,100,10-01-2011 10:35,0.42,12524,Germany,42.0
830,540562,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,10-01-2011 10:35,1.49,12524,Germany,17.88
831,540562,POST,POSTAGE,3,10-01-2011 10:35,18.0,12524,Germany,54.0
832,C540643,22423,REGENCY CAKESTAND 3 TIER,-2,10-01-2011 14:08,10.95,12471,Germany,-21.9
833,540769,22961,JAM MAKING SET PRINTED,12,11-01-2011 10:38,1.45,12601,Germany,17.4
834,540769,22652,TRAVEL SEWING KIT,10,11-01-2011 10:38,1.65,12601,Germany,16.5
835,540769,85176,SEWING SUSAN 21 NEEDLE SET,12,11-01-2011 10:38,0.85,12601,Germany,10.2
836,540769,82482,WOODEN PICTURE FRAME WHITE FINISH,12,11-01-2011 10:38,2.55,12601,Germany,30.6
837,540769,21135,VICTORIAN  METAL POSTCARD SPRING,8,11-01-2011 10:38,1.69,12601,Germany,13.52
838,540769,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,11-01-2011 10:38,1.65,12601,Germany,19.8
839,540769,22984,CARD GINGHAM ROSE ,12,11-01-2011 10:38,0.42,12601,Germany,5.04
840,540769,22331,WOODLAND PARTY BAG + STICKER SET,8,11-01-2011 10:38,1.65,12601,Germany,13.2
841,540769,POST,POSTAGE,1,11-01-2011 10:38,18.0,12601,Germany,18.0
842,C540850,21231,SWEETHEART CERAMIC TRINKET BOX,-1,12-01-2011 09:41,1.25,12665,Germany,-1.25
843,540900,22189,CREAM HEART CARD HOLDER,4,12-01-2011 11:46,3.95,12712,Germany,15.8
844,540900,15056P,EDWARDIAN PARASOL PINK,3,12-01-2011 11:46,5.95,12712,Germany,17.85
845,540900,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,12-01-2011 11:46,2.95,12712,Germany,47.2
846,540900,22138,BAKING SET 9 PIECE RETROSPOT ,3,12-01-2011 11:46,4.95,12712,Germany,14.85
847,540900,21976,PACK OF 60 MUSHROOM CAKE CASES,24,12-01-2011 11:46,0.55,12712,Germany,13.2
848,540900,85049G,CHOCOLATE BOX RIBBONS ,12,12-01-2011 11:46,1.25,12712,Germany,15.0
849,540900,82482,WOODEN PICTURE FRAME WHITE FINISH,12,12-01-2011 11:46,2.55,12712,Germany,30.6
850,540900,82494L,WOODEN FRAME ANTIQUE WHITE ,12,12-01-2011 11:46,2.95,12712,Germany,35.4
851,540900,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,12-01-2011 11:46,4.95,12712,Germany,14.85
852,540900,84949,SILVER HANGING T-LIGHT HOLDER,6,12-01-2011 11:46,1.65,12712,Germany,9.9
853,540900,POST,POSTAGE,2,12-01-2011 11:46,18.0,12712,Germany,36.0
854,541093,22472,TV DINNER TRAY DOLLY GIRL,3,13-01-2011 13:21,4.95,12471,Germany,14.85
855,541093,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,13-01-2011 13:21,2.95,12471,Germany,17.7
856,541093,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,13-01-2011 13:21,4.95,12471,Germany,39.6
857,541093,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,13-01-2011 13:21,1.65,12471,Germany,19.8
858,541093,22937,BAKING MOULD CHOCOLATE CUPCAKES,18,13-01-2011 13:21,2.55,12471,Germany,45.9
859,541093,22423,REGENCY CAKESTAND 3 TIER,48,13-01-2011 13:21,10.95,12471,Germany,525.6
860,541093,POST,POSTAGE,5,13-01-2011 13:21,18.0,12471,Germany,90.0
861,541122,22425,ENAMEL COLANDER CREAM,3,14-01-2011 09:23,4.95,12708,Germany,14.85
862,541122,22199,FRYING PAN RED RETROSPOT,4,14-01-2011 09:23,4.25,12708,Germany,17.0
863,541122,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,14-01-2011 09:23,2.95,12708,Germany,17.7
864,541122,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,14-01-2011 09:23,2.95,12708,Germany,17.7
865,541122,21668,RED STRIPE CERAMIC DRAWER KNOB,12,14-01-2011 09:23,1.25,12708,Germany,15.0
866,541122,21671,RED SPOT CERAMIC DRAWER KNOB,12,14-01-2011 09:23,1.25,12708,Germany,15.0
867,541122,21238,RED RETROSPOT CUP,8,14-01-2011 09:23,0.85,12708,Germany,6.8
868,541122,20674,GREEN POLKADOT BOWL,8,14-01-2011 09:23,1.25,12708,Germany,10.0
869,541122,22629,SPACEBOY LUNCH BOX ,12,14-01-2011 09:23,1.95,12708,Germany,23.4
870,541122,16161P,WRAP ENGLISH ROSE ,25,14-01-2011 09:23,0.42,12708,Germany,10.5
871,541122,22585,PACK OF 6 BIRDY GIFT TAGS,12,14-01-2011 09:23,1.25,12708,Germany,15.0
872,541122,22962,JAM JAR WITH PINK LID,12,14-01-2011 09:23,0.85,12708,Germany,10.2
873,541122,21242,RED RETROSPOT PLATE ,8,14-01-2011 09:23,1.69,12708,Germany,13.52
874,541122,22333,RETROSPOT PARTY BAG + STICKER SET,8,14-01-2011 09:23,1.65,12708,Germany,13.2
875,541122,22986,GINGHAM ROSE WRAP,25,14-01-2011 09:23,0.42,12708,Germany,10.5
876,541122,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,14-01-2011 09:23,12.75,12708,Germany,12.75
877,541122,84968D,SET OF 16 VINTAGE RED CUTLERY,1,14-01-2011 09:23,12.75,12708,Germany,12.75
878,541122,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,14-01-2011 09:23,12.75,12708,Germany,12.75
879,541122,POST,POSTAGE,2,14-01-2011 09:23,18.0,12708,Germany,36.0
880,541125,21936,RED RETROSPOT PICNIC BAG,10,14-01-2011 10:06,2.95,12474,Germany,29.5
881,541125,POST,POSTAGE,1,14-01-2011 10:06,18.0,12474,Germany,18.0
882,541224,21025,SPACE FROG,10,14-01-2011 14:45,1.25,12474,Germany,12.5
883,541224,21915,RED  HARMONICA IN BOX ,12,14-01-2011 14:45,1.25,12474,Germany,15.0
884,541224,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,14-01-2011 14:45,2.95,12474,Germany,17.7
885,541224,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,14-01-2011 14:45,2.95,12474,Germany,35.4
886,541224,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,14-01-2011 14:45,8.5,12474,Germany,34.0
887,541224,22668,PINK BABY BUNTING,5,14-01-2011 14:45,2.95,12474,Germany,14.75
888,541224,22669,RED BABY BUNTING ,5,14-01-2011 14:45,2.95,12474,Germany,14.75
889,541224,21746,SMALL RED RETROSPOT WINDMILL,12,14-01-2011 14:45,1.25,12474,Germany,15.0
890,541224,22487,WHITE WOOD GARDEN PLANT LADDER,1,14-01-2011 14:45,9.95,12474,Germany,9.95
891,541224,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,14-01-2011 14:45,4.95,12474,Germany,14.85
892,541224,POST,POSTAGE,1,14-01-2011 14:45,18.0,12474,Germany,18.0
893,541269,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,17-01-2011 11:01,2.95,12626,Germany,17.7
894,541269,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,17-01-2011 11:01,4.95,12626,Germany,19.8
895,541269,22630,DOLLY GIRL LUNCH BOX,12,17-01-2011 11:01,1.95,12626,Germany,23.4
896,541269,22174,PHOTO CUBE,12,17-01-2011 11:01,1.65,12626,Germany,19.8
897,541269,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,17-01-2011 11:01,1.65,12626,Germany,19.8
898,541269,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,17-01-2011 11:01,9.95,12626,Germany,19.9
899,541269,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,17-01-2011 11:01,3.75,12626,Germany,15.0
900,541269,22969,HOMEMADE JAM SCENTED CANDLES,12,17-01-2011 11:01,1.45,12626,Germany,17.4
901,541269,22447,PIN CUSHION BABUSHKA BLUE,6,17-01-2011 11:01,3.35,12626,Germany,20.1
902,541269,22509,SEWING BOX RETROSPOT DESIGN ,4,17-01-2011 11:01,14.95,12626,Germany,59.8
903,541269,22453,MEASURING TAPE BABUSHKA BLUE,6,17-01-2011 11:01,2.95,12626,Germany,17.7
904,541269,22960,JAM MAKING SET WITH JARS,6,17-01-2011 11:01,4.25,12626,Germany,25.5
905,541269,22367,CHILDRENS APRON SPACEBOY DESIGN,8,17-01-2011 11:01,1.95,12626,Germany,15.6
906,541269,21088,SET/6 FRUIT SALAD PAPER CUPS,12,17-01-2011 11:01,0.65,12626,Germany,7.8
907,541269,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,17-01-2011 11:01,0.85,12626,Germany,10.2
908,541269,22894,TABLECLOTH RED APPLES DESIGN ,2,17-01-2011 11:01,8.5,12626,Germany,17.0
909,541269,22551,PLASTERS IN TIN SPACEBOY,12,17-01-2011 11:01,1.65,12626,Germany,19.8
910,541269,22378,WALL TIDY RETROSPOT ,20,17-01-2011 11:01,0.85,12626,Germany,17.0
911,541269,21054,NURSE'S BAG SOFT TOY,2,17-01-2011 11:01,8.95,12626,Germany,17.9
912,541269,21055,TOOL BOX SOFT TOY ,2,17-01-2011 11:01,8.95,12626,Germany,17.9
913,541269,20704,MR ROBOT SOFT TOY,8,17-01-2011 11:01,1.95,12626,Germany,15.6
914,541269,20705,MRS ROBOT SOFT TOY,8,17-01-2011 11:01,1.95,12626,Germany,15.6
915,541269,22176,BLUE OWL SOFT TOY,6,17-01-2011 11:01,2.95,12626,Germany,17.7
916,541269,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,17-01-2011 11:01,1.25,12626,Germany,15.0
917,541269,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,17-01-2011 11:01,2.95,12626,Germany,17.7
918,541269,21889,WOODEN BOX OF DOMINOES,12,17-01-2011 11:01,1.25,12626,Germany,15.0
919,541269,22510,GINGHAM BABUSHKA DOORSTOP,8,17-01-2011 11:01,1.25,12626,Germany,10.0
920,541269,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,17-01-2011 11:01,2.1,12626,Germany,12.6
921,541269,22617,BAKING SET SPACEBOY DESIGN,3,17-01-2011 11:01,4.95,12626,Germany,14.85
922,541269,22504,CABIN BAG VINTAGE RETROSPOT,3,17-01-2011 11:01,12.75,12626,Germany,38.25
923,541269,22449,SILK PURSE BABUSHKA PINK,6,17-01-2011 11:01,3.35,12626,Germany,20.1
924,541269,20665,RED RETROSPOT PURSE ,6,17-01-2011 11:01,2.95,12626,Germany,17.7
925,541269,22450,SILK PURSE BABUSHKA BLUE,6,17-01-2011 11:01,3.35,12626,Germany,20.1
926,541269,21481,FAWN BLUE HOT WATER BOTTLE,6,17-01-2011 11:01,2.95,12626,Germany,17.7
927,541269,22511,RETROSPOT BABUSHKA DOORSTOP,8,17-01-2011 11:01,1.25,12626,Germany,10.0
928,541269,22898,CHILDRENS APRON APPLES DESIGN,8,17-01-2011 11:01,1.95,12626,Germany,15.6
929,541269,22303,COFFEE MUG APPLES DESIGN,6,17-01-2011 11:01,2.55,12626,Germany,15.3
930,541269,22908,PACK OF 20 NAPKINS RED APPLES,12,17-01-2011 11:01,0.85,12626,Germany,10.2
931,541269,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,17-01-2011 11:01,2.95,12626,Germany,17.7
932,541269,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,17-01-2011 11:01,1.65,12626,Germany,19.8
933,541269,21249,WOODLAND  HEIGHT CHART STICKERS ,6,17-01-2011 11:01,2.95,12626,Germany,17.7
934,541269,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,17-01-2011 11:01,0.85,12626,Germany,10.2
935,541269,21086,SET/6 RED SPOTTY PAPER CUPS,12,17-01-2011 11:01,0.65,12626,Germany,7.8
936,541269,21094,SET/6 RED SPOTTY PAPER PLATES,12,17-01-2011 11:01,0.85,12626,Germany,10.2
937,541269,21156,RETROSPOT CHILDRENS APRON,8,17-01-2011 11:01,1.95,12626,Germany,15.6
938,541269,22180,RETROSPOT LAMP,5,17-01-2011 11:01,9.95,12626,Germany,49.75
939,541269,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,17-01-2011 11:01,4.95,12626,Germany,14.85
940,541269,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,17-01-2011 11:01,1.65,12626,Germany,19.8
941,541269,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,17-01-2011 11:01,2.55,12626,Germany,15.3
942,541269,22321,BIRD DECORATION RED RETROSPOT,12,17-01-2011 11:01,0.85,12626,Germany,10.2
943,541269,22138,BAKING SET 9 PIECE RETROSPOT ,6,17-01-2011 11:01,4.95,12626,Germany,29.7
944,541269,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,17-01-2011 11:01,2.55,12626,Germany,15.3
945,541269,POST,POSTAGE,8,17-01-2011 11:01,18.0,12626,Germany,144.0
946,541277,10002,INFLATABLE POLITICAL GLOBE ,1,17-01-2011 11:46,0.85,12673,Germany,0.85
947,541277,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,17-01-2011 11:46,2.55,12673,Germany,2.55
948,541277,21826,EIGHT PIECE DINOSAUR SET,10,17-01-2011 11:46,1.25,12673,Germany,12.5
949,541277,16235,RECYCLED PENCIL WITH RABBIT ERASER,30,17-01-2011 11:46,0.21,12673,Germany,6.3
950,541277,20975,12 PENCILS SMALL TUBE RED RETROSPOT,10,17-01-2011 11:46,0.65,12673,Germany,6.5
951,541277,20974,12 PENCILS SMALL TUBE SKULL,10,17-01-2011 11:46,0.65,12673,Germany,6.5
952,541277,51014A,"FEATHER PEN,HOT PINK",12,17-01-2011 11:46,0.85,12673,Germany,10.2
953,541277,51014L,"FEATHER PEN,LIGHT PINK",12,17-01-2011 11:46,0.85,12673,Germany,10.2
954,541277,47599B,BLUE PARTY BAGS ,4,17-01-2011 11:46,2.1,12673,Germany,8.4
955,541277,47599A,PINK PARTY BAGS,4,17-01-2011 11:46,2.1,12673,Germany,8.4
956,541277,22562,MONSTERS STENCIL CRAFT,6,17-01-2011 11:46,1.25,12673,Germany,7.5
957,541277,22563,HAPPY STENCIL CRAFT,6,17-01-2011 11:46,1.25,12673,Germany,7.5
958,541277,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,17-01-2011 11:46,5.45,12673,Germany,5.45
959,541277,47590B,PINK HAPPY BIRTHDAY BUNTING,1,17-01-2011 11:46,5.45,12673,Germany,5.45
960,541277,22516,CHILDS GARDEN RAKE BLUE,1,17-01-2011 11:46,2.1,12673,Germany,2.1
961,541277,22619,SET OF 6 SOLDIER SKITTLES,4,17-01-2011 11:46,3.75,12673,Germany,15.0
962,541277,22128,PARTY CONES CANDY ASSORTED,24,17-01-2011 11:46,1.25,12673,Germany,30.0
963,541277,22620,4 TRADITIONAL SPINNING TOPS,8,17-01-2011 11:46,1.25,12673,Germany,10.0
964,541277,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,17-01-2011 11:46,2.1,12673,Germany,25.2
965,541277,22197,SMALL POPCORN HOLDER,10,17-01-2011 11:46,0.85,12673,Germany,8.5
966,541277,21955,DOORMAT UNION JACK GUNS AND ROSES,1,17-01-2011 11:46,7.95,12673,Germany,7.95
967,541277,22692,DOORMAT WELCOME TO OUR HOME,2,17-01-2011 11:46,7.95,12673,Germany,15.9
968,541277,48188,DOORMAT WELCOME PUPPIES,1,17-01-2011 11:46,7.95,12673,Germany,7.95
969,541480,21249,WOODLAND  HEIGHT CHART STICKERS ,6,18-01-2011 12:05,2.95,12527,Germany,17.7
970,541480,21251,DINOSAUR HEIGHT CHART STICKER SET,6,18-01-2011 12:05,2.95,12527,Germany,17.7
971,541480,22356,CHARLOTTE BAG PINK POLKADOT,10,18-01-2011 12:05,0.85,12527,Germany,8.5
972,541480,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,18-01-2011 12:05,0.85,12527,Germany,8.5
973,541480,20724,RED RETROSPOT CHARLOTTE BAG,10,18-01-2011 12:05,0.85,12527,Germany,8.5
974,541480,20719,WOODLAND CHARLOTTE BAG,10,18-01-2011 12:05,0.85,12527,Germany,8.5
975,541480,21121,SET/10 RED POLKADOT PARTY CANDLES,24,18-01-2011 12:05,1.25,12527,Germany,30.0
976,541480,16168M,FUNKY MONKEY GIFT BAG MEDIUM,24,18-01-2011 12:05,0.42,12527,Germany,10.08
977,541480,84247L,FAWN AND MUSHROOM GREETING CARD,12,18-01-2011 12:05,0.42,12527,Germany,5.04
978,541480,POST,POSTAGE,1,18-01-2011 12:05,18.0,12527,Germany,18.0
979,541517,21232,STRAWBERRY CERAMIC TRINKET BOX,24,19-01-2011 08:34,1.25,12665,Germany,30.0
980,541517,POST,POSTAGE,1,19-01-2011 08:34,18.0,12665,Germany,18.0
981,541517,21231,SWEETHEART CERAMIC TRINKET BOX,12,19-01-2011 08:34,1.25,12665,Germany,15.0
982,C541735,22138,BAKING SET 9 PIECE RETROSPOT ,-6,21-01-2011 11:35,4.95,12626,Germany,-29.7
983,C541735,22617,BAKING SET SPACEBOY DESIGN,-3,21-01-2011 11:35,4.95,12626,Germany,-14.85
984,C541735,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,-5,21-01-2011 11:35,0.85,12626,Germany,-4.25
985,C541735,22908,PACK OF 20 NAPKINS RED APPLES,-2,21-01-2011 11:35,0.85,12626,Germany,-1.7
986,C541735,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-2,21-01-2011 11:35,3.75,12626,Germany,-7.5
987,C541735,22960,JAM MAKING SET WITH JARS,-1,21-01-2011 11:35,4.25,12626,Germany,-4.25
988,541877,22897,OVEN MITT APPLES DESIGN,10,24-01-2011 10:12,1.45,12559,Germany,14.5
989,541877,22721,SET OF 3 CAKE TINS SKETCHBOOK,9,24-01-2011 10:12,4.95,12559,Germany,44.55
990,541877,22896,PEG BAG APPLES DESIGN,6,24-01-2011 10:12,2.55,12559,Germany,15.3
991,541877,22723,SET OF 6 HERB TINS SKETCHBOOK,4,24-01-2011 10:12,3.95,12559,Germany,15.8
992,541877,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,36,24-01-2011 10:12,2.95,12559,Germany,106.2
993,541877,22900, SET 2 TEA TOWELS I LOVE LONDON ,6,24-01-2011 10:12,2.95,12559,Germany,17.7
994,541877,22423,REGENCY CAKESTAND 3 TIER,2,24-01-2011 10:12,12.75,12559,Germany,25.5
995,541877,84692,BOX OF 24 COCKTAIL PARASOLS,25,24-01-2011 10:12,0.42,12559,Germany,10.5
996,541877,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,24-01-2011 10:12,8.5,12559,Germany,17.0
997,541877,22302,COFFEE MUG PEARS  DESIGN,18,24-01-2011 10:12,2.55,12559,Germany,45.9
998,541877,22303,COFFEE MUG APPLES DESIGN,12,24-01-2011 10:12,2.55,12559,Germany,30.6
999,541877,22973,CHILDREN'S CIRCUS PARADE MUG,12,24-01-2011 10:12,1.65,12559,Germany,19.8
1000,541877,22908,PACK OF 20 NAPKINS RED APPLES,12,24-01-2011 10:12,0.85,12559,Germany,10.2
1001,541877,21981,PACK OF 12 WOODLAND TISSUES ,24,24-01-2011 10:12,0.29,12559,Germany,6.96
1002,541877,21680,WOODLAND  STICKERS,12,24-01-2011 10:12,0.85,12559,Germany,10.2
1003,541877,22704,WRAP RED APPLES ,25,24-01-2011 10:12,0.42,12559,Germany,10.5
1004,541877,22494,EMERGENCY FIRST AID TIN ,12,24-01-2011 10:12,1.25,12559,Germany,15.0
1005,541877,22834,HAND WARMER BABUSHKA DESIGN,12,24-01-2011 10:12,2.1,12559,Germany,25.2
1006,541877,21656,RIDGED GLASS POSY VASE ,6,24-01-2011 10:12,1.45,12559,Germany,8.7
1007,541877,POST,POSTAGE,2,24-01-2011 10:12,18.0,12559,Germany,36.0
1008,541962,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,24-01-2011 12:58,2.95,12693,Germany,17.7
1009,541962,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,24-01-2011 12:58,2.95,12693,Germany,17.7
1010,541962,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,24-01-2011 12:58,2.55,12693,Germany,15.3
1011,541962,22627,MINT KITCHEN SCALES,2,24-01-2011 12:58,8.5,12693,Germany,17.0
1012,541962,85014B,RED RETROSPOT UMBRELLA,3,24-01-2011 12:58,5.95,12693,Germany,17.85
1013,541962,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,24-01-2011 12:58,2.95,12693,Germany,17.7
1014,541962,22202,MILK PAN PINK POLKADOT,4,24-01-2011 12:58,3.75,12693,Germany,15.0
1015,541962,21880,RED RETROSPOT TAPE,12,24-01-2011 12:58,0.65,12693,Germany,7.8
1016,541962,POST,POSTAGE,2,24-01-2011 12:58,18.0,12693,Germany,36.0
1017,541965,22180,RETROSPOT LAMP,4,24-01-2011 13:27,9.95,12625,Germany,39.8
1018,541965,20828,GLITTER BUTTERFLY CLIPS,18,24-01-2011 13:27,2.55,12625,Germany,45.9
1019,541965,21787,RAIN PONCHO RETROSPOT,24,24-01-2011 13:27,0.85,12625,Germany,20.4
1020,541965,22704,WRAP RED APPLES ,25,24-01-2011 13:27,0.42,12625,Germany,10.5
1021,541965,22709,WRAP WEDDING DAY,25,24-01-2011 13:27,0.42,12625,Germany,10.5
1022,541965,22046,TEA PARTY  WRAPPING PAPER ,25,24-01-2011 13:27,0.42,12625,Germany,10.5
1023,541965,22711,WRAP CIRCUS PARADE,25,24-01-2011 13:27,0.42,12625,Germany,10.5
1024,541965,22710,WRAP I LOVE LONDON ,25,24-01-2011 13:27,0.42,12625,Germany,10.5
1025,541965,22706,WRAP COWBOYS  ,25,24-01-2011 13:27,0.42,12625,Germany,10.5
1026,541965,22024,RAINY LADIES BIRTHDAY CARD,12,24-01-2011 13:27,0.42,12625,Germany,5.04
1027,541965,22037,ROBOT BIRTHDAY CARD,12,24-01-2011 13:27,0.42,12625,Germany,5.04
1028,541965,22025,RING OF ROSES BIRTHDAY CARD,12,24-01-2011 13:27,0.42,12625,Germany,5.04
1029,541965,21507,"ELEPHANT, BIRTHDAY CARD, ",12,24-01-2011 13:27,0.42,12625,Germany,5.04
1030,541965,21508,VINTAGE KID DOLLY CARD ,12,24-01-2011 13:27,0.42,12625,Germany,5.04
1031,541965,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,24-01-2011 13:27,0.42,12625,Germany,5.04
1032,541965,22814,CARD PARTY GAMES ,12,24-01-2011 13:27,0.42,12625,Germany,5.04
1033,541965,22813,PACK 3 BOXES BIRD PANNETONE ,36,24-01-2011 13:27,1.95,12625,Germany,70.2
1034,541965,22742,MAKE YOUR OWN PLAYTIME CARD KIT,18,24-01-2011 13:27,2.95,12625,Germany,53.1
1035,541965,22744,MAKE YOUR OWN MONSOON CARD KIT,18,24-01-2011 13:27,2.95,12625,Germany,53.1
1036,541965,22903,CALENDAR FAMILY FAVOURITES,6,24-01-2011 13:27,2.95,12625,Germany,17.7
1037,541965,21249,WOODLAND  HEIGHT CHART STICKERS ,12,24-01-2011 13:27,2.95,12625,Germany,35.4
1038,541965,21251,DINOSAUR HEIGHT CHART STICKER SET,12,24-01-2011 13:27,2.95,12625,Germany,35.4
1039,541965,22534,MAGIC DRAWING SLATE SPACEBOY ,24,24-01-2011 13:27,0.42,12625,Germany,10.08
1040,541965,22535,MAGIC DRAWING SLATE BUNNIES ,24,24-01-2011 13:27,0.42,12625,Germany,10.08
1041,541965,22537,MAGIC DRAWING SLATE DINOSAUR,24,24-01-2011 13:27,0.42,12625,Germany,10.08
1042,541965,22551,PLASTERS IN TIN SPACEBOY,12,24-01-2011 13:27,1.65,12625,Germany,19.8
1043,541965,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,24-01-2011 13:27,1.65,12625,Germany,19.8
1044,541965,22555,PLASTERS IN TIN STRONGMAN,12,24-01-2011 13:27,1.65,12625,Germany,19.8
1045,541965,22556,PLASTERS IN TIN CIRCUS PARADE ,12,24-01-2011 13:27,1.65,12625,Germany,19.8
1046,541965,22179,SET 10 LIGHTS NIGHT OWL,6,24-01-2011 13:27,6.75,12625,Germany,40.5
1047,541965,22899,CHILDREN'S APRON DOLLY GIRL ,6,24-01-2011 13:27,2.1,12625,Germany,12.6
1048,541965,22367,CHILDRENS APRON SPACEBOY DESIGN,8,24-01-2011 13:27,1.95,12625,Germany,15.6
1049,541965,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,24-01-2011 13:27,10.95,12625,Germany,131.4
1050,541965,22242,5 HOOK HANGER MAGIC TOADSTOOL,24,24-01-2011 13:27,1.65,12625,Germany,39.6
1051,541965,22418,10 COLOUR SPACEBOY PEN,24,24-01-2011 13:27,0.85,12625,Germany,20.4
1052,541965,22432,WATERING CAN PINK BUNNY,12,24-01-2011 13:27,1.95,12625,Germany,23.4
1053,541965,47590A,BLUE HAPPY BIRTHDAY BUNTING,12,24-01-2011 13:27,5.45,12625,Germany,65.4
1054,541965,47566,PARTY BUNTING,10,24-01-2011 13:27,4.65,12625,Germany,46.5
1055,541965,21121,SET/10 RED POLKADOT PARTY CANDLES,24,24-01-2011 13:27,1.25,12625,Germany,30.0
1056,541965,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,24-01-2011 13:27,1.25,12625,Germany,30.0
1057,541965,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,24-01-2011 13:27,1.25,12625,Germany,30.0
1058,541965,22087,PAPER BUNTING WHITE LACE,24,24-01-2011 13:27,2.95,12625,Germany,70.8
1059,541965,22088,PAPER BUNTING COLOURED LACE,24,24-01-2011 13:27,2.95,12625,Germany,70.8
1060,541965,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,24-01-2011 13:27,2.95,12625,Germany,35.4
1061,541965,22857,ASSORTED EASTER GIFT TAGS,12,24-01-2011 13:27,0.85,12625,Germany,10.2
1062,541965,22311,OFFICE MUG WARMER BLACK+SILVER ,6,24-01-2011 13:27,2.95,12625,Germany,17.7
1063,541965,22423,REGENCY CAKESTAND 3 TIER,16,24-01-2011 13:27,10.95,12625,Germany,175.2
1064,541965,22961,JAM MAKING SET PRINTED,24,24-01-2011 13:27,1.45,12625,Germany,34.8
1065,541965,22962,JAM JAR WITH PINK LID,36,24-01-2011 13:27,0.85,12625,Germany,30.6
1066,541965,22963,JAM JAR WITH GREEN LID,36,24-01-2011 13:27,0.85,12625,Germany,30.6
1067,541965,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,24-01-2011 13:27,2.95,12625,Germany,35.4
1068,541965,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,12,24-01-2011 13:27,1.25,12625,Germany,15.0
1069,541965,POST,POSTAGE,7,24-01-2011 13:27,18.0,12625,Germany,126.0
1070,542080,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,25-01-2011 12:16,3.75,13815,Germany,22.5
1071,542080,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,25-01-2011 12:16,1.25,13815,Germany,15.0
1072,542080,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,25-01-2011 12:16,1.25,13815,Germany,30.0
1073,542080,22741,FUNKY DIVA PEN,48,25-01-2011 12:16,0.85,13815,Germany,40.8
1074,542080,22740,POLKADOT PEN,48,25-01-2011 12:16,0.85,13815,Germany,40.8
